País,Estado,Cidade,Localidade,Módulo.Grid,Trilha,Comp.Transecto,Numero.subparcelas,forma.coleta,Ano,Parcela,Transecto,Subparcela,Lado,Classe,Ordem,Família,Subfamília,Genero,Taxon,Condição,Frequencia,Grupo.trófico,Observacao.variedade,Observacao,Coletor1,Determinador,Coletor2,Determinador,CoordenadasNS,CoordenadasLW,CoordenadasNS
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,3000,,240,E,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,500,,240,E,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,2000,,240,D,Insecta,Isptera,Termitidae,Apicotermitinae,Aparatermes,Aparatermes_sp._9,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,500,,240,E,Insecta,Isptera,Termitidae,Apicotermitinae,Aparatermes,Aparatermes_sp._9,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,3000,,240,D,Insecta,Isptera,Termitidae,Apicotermitinae,Grigiotermes,Grigiotermes_sp._9,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,0,,240,D,Insecta,Isptera,Termitidae,Apicotermitinae,Grigiotermes,Grigiotermes_sp._9,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,2000,,240,E,Insecta,Isptera,Termitidae,Apicotermitinae,Grigiotermes,Grigiotermes_sp._9,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,4000,,240,D,Insecta,Isptera,Termitidae,Apicotermitinae,Grigiotermes,Grigiotermes_sp._4,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,500,,240,D,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Rhinotermes,Rhinotermes_marginalis,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,4000,,240,D,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,500,,240,E,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,500,,240,D,Insecta,Isptera,Termitidae,Nasutitermitinae,Triangularitermes,Triangularitermes_triangulariceps,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,2000,,240,D,Insecta,Isptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,500,,240,E,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_gaigei,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,500,,240,E,Insecta,Isptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,2000,,240,E,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Rhinotermes,Rhinotermes_sp._1,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,2000,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,4000,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,3000,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_spinosus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,500,,240,D,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_neotenicus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,2000,,240,D,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_ignotus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,500,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Silvestritermes,Silvestritermes_holmgreni,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,0,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_sp._1,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,2000,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Cornitermes,Cornitermes_pugnax,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,2000,,240,D,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,2000,,240,E,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,4000,,240,E,Insecta,Isptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_sp._1,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,3000,,240,E,Insecta,Isptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_sp._2,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,2000,,240,E,Insecta,Isptera,Termitidae,Termitinae,Crepititermes,Crepititermes_verruculosus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,0,,240,E,Insecta,Isptera,Termitidae,Termitinae,Dentispicotermes,Dentispicotermes_sp._2,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,0,,240,D,Insecta,Isptera,Termitidae,Termitinae,Dentispicotermes,Dentispicotermes_sp._2,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,250m,2,Manual,2013,4000,,240,E,Insecta,Isptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_utiatiti,,,,,,,,,,,,
